####################################################################################################
#   σχῆμα (101851)                                                                                 #
####################################################################################################

σχῆμα:K0 ~ correlation with genres

                          Spearman's ρ         p
φύσις: K8 ~ SG:Hunting                          -0.165978  0.587869
φύσις: K8 ~ SG:Novel                            -0.154303  0.614737
φύσις: K8 ~ SG:Protreptics                      -0.154303  0.614737
φύσις: K8 ~ SG:Narrative                         0.154303  0.614737
φύσις: K8 ~ SG:Mythology                        -0.154303  0.614737
φύσις: K8 ~ SG:Mathematics                      -0.154303  0.614737
φύσις: K8 ~ SG:Grammar                          -0.154303  0.614737
φύσις: K8 ~ SG:Medicine                         -0.137475  0.654249
φύσις: K8 ~ SG:Rhetoric, poetics, criticism     -0.134691  0.660871
φύσις: K8 ~ SG:Military                          0.131036  0.669599
φύσις: K8 ~ SG:History                          -0.130036  0.671992
φύσις: K8 ~ SG:Philosophy                        0.104035  0.735191
φύσις: K8 ~ SG:Horsemanship                     -0.077152  0.802187
φύσις: K8 ~ SG:Politics                         -0.077152  0.802187
φύσις: K8 ~ SG:Science                          -0.077152  0.802187
φύσις: K8 ~ SG:Comedy                           -0.052414  0.864967
φύσις: K8 ~ SG:Choral                            0.000000  1.000000
φύσις: K8 ~ SG:Tragedy                           0.000000  1.000000
φύσις: K8 ~ SG:Bucolic                                NaN       NaN
φύσις: K8 ~ SG:Epigrams                               NaN       NaN
φύσις: K8 ~ SG:Erotic                                 NaN       NaN
φύσις: K8 ~ SG:Psalms                                 NaN       NaN


φύσις:K9 ~ correlation with genres

                          Spearman's ρ         p
φύσις: K9 ~ G:Narrative       0.474766  0.101135
φύσις: K9 ~ G:Essays          0.457323  0.116128
φύσις: K9 ~ G:Oratory         0.424094  0.148668
φύσις: K9 ~ G:Technical       0.378682  0.201971
φύσις: K9 ~ G:Comedy         -0.279543  0.354977
φύσις: K9 ~ G:Religion        0.266726  0.378366
φύσις: K9 ~ G:Letters         0.181196  0.553568
φύσις: K9 ~ G:Poetry         -0.156898  0.608726
φύσις: K9 ~ G:Tragedy        -0.154303  0.614737
φύσις: K9 ~ G:Philosophy     -0.003716  0.990388


φύσις:K9 ~ correlation with subgenres

                                             Spearman's ρ         p
φύσις: K9 ~ SG:Essay                             0.519970  0.068541
φύσις: K9 ~ SG:Geography                         0.515407  0.071441
φύσις: K9 ~ SG:Military                          0.462992  0.111101
φύσις: K9 ~ SG:Homily                            0.462910  0.111173
φύσις: K9 ~ SG:Church history                    0.462910  0.111173
φύσις: K9 ~ SG:Oratory                           0.424094  0.148668
φύσις: K9 ~ SG:Theology                          0.393107  0.183909
φύσις: K9 ~ SG:Art History                       0.366900  0.217516
φύσις: K9 ~ SG:Protreptics                       0.308607  0.304937
φύσις: K9 ~ SG:Novel                             0.308607  0.304937
φύσις: K9 ~ SG:Mythology                         0.308607  0.304937
φύσις: K9 ~ SG:Mathematics                       0.308607  0.304937
φύσις: K9 ~ SG:Grammar                           0.308607  0.304937
φύσις: K9 ~ SG:History                           0.288969  0.338287
φύσις: K9 ~ SG:Comedy                           -0.279543  0.354977
φύσις: K9 ~ SG:Horsemanship                     -0.231455  0.446742
φύσις: K9 ~ SG:Science                          -0.231455  0.446742
φύσις: K9 ~ SG:Politics                         -0.231455  0.446742
φύσις: K9 ~ SG:Epic                             -0.227921  0.453905
φύσις: K9 ~ SG:Didactic                          0.209657  0.491791
φύσις: K9 ~ SG:Rhetoric, poetics, criticism      0.200470  0.511378
φύσις: K9 ~ SG:Letters                           0.181196  0.553568
φύσις: K9 ~ SG:Biography                         0.154352  0.614624
φύσις: K9 ~ SG:Choral                           -0.154303  0.614737
φύσις: K9 ~ SG:Tragedy                          -0.154303  0.614737
φύσις: K9 ~ SG:Narrative                         0.077152  0.802187
φύσις: K9 ~ SG:Medicine                         -0.040871  0.894535
φύσις: K9 ~ SG:Hunting                           0.026207  0.932275
φύσις: K9 ~ SG:Hymns                             0.008736  0.977404
φύσις: K9 ~ SG:Philosophy                       -0.003716  0.990388
φύσις: K9 ~ SG:Miscellanea                       0.000000  1.000000
φύσις: K9 ~ SG:Natural History                   0.000000  1.000000
φύσις: K9 ~ SG:Bucolic                                NaN       NaN
φύσις: K9 ~ SG:Epigrams                               NaN       NaN
φύσις: K9 ~ SG:Erotic                                 NaN       NaN
φύσις: K9 ~ SG:Psalms                                 NaN       NaN

####################################################################################################
#   χάρις (113388)                                                                                 #
####################################################################################################

χάρις:K0 ~ correlation with genres

                          Spearman's ρ         p
χάρις: K0 ~ G:Poetry          0.534889  0.059638
χάρις: K0 ~ G:Comedy         -0.471728  0.103646
χάρις: K0 ~ G:Tragedy        -0.462910  0.111173
χάρις: K0 ~ G:Letters         0.342259  0.252338
χάρις: K0 ~ G:Essays          0.278779  0.356348
χάρις: K0 ~ G:Philosophy      0.211786  0.487301
χάρις: K0 ~ G:Technical       0.175211  0.566957
χάρις: K0 ~ G:Narrative       0.152603  0.618688
χάρις: K0 ~ G:Religion       -0.080769  0.793090
χάρις: K0 ~ G:Oratory        -0.041812  0.892119


χάρις:K0 ~ correlation with subgenres

                                             Spearman's ρ         p
χάρις: K0 ~ SG:Epic                              0.790766  0.001289
χάρις: K0 ~ SG:Didactic                          0.553617  0.049663
χάρις: K0 ~ SG:Comedy                           -0.471728  0.103646
χάρις: K0 ~ SG:Tragedy                          -0.462910  0.111173
χάρις: K0 ~ SG:Choral                           -0.462910  0.111173
χάρις: K0 ~ SG:Natural History                   0.385758  0.192978
χάρις: K0 ~ SG:Miscellanea                       0.385758  0.192978
χάρις: K0 ~ SG:Letters                           0.342259  0.252338
χάρις: K0 ~ SG:Art History                       0.323221  0.281383
χάρις: K0 ~ SG:Epigrams                          0.308607  0.304937
χάρις: K0 ~ SG:Bucolic                           0.308607  0.304937
χάρις: K0 ~ SG:Erotic                           -0.231455  0.446742
χάρις: K0 ~ SG:Military                         -0.218393  0.473492
χάρις: K0 ~ SG:Philosophy                        0.211786  0.487301
χάρις: K0 ~ SG:Essay                             0.197338  0.518135
χάρις: K0 ~ SG:Medicine                         -0.192186  0.529335
χάρις: K0 ~ SG:Biography                         0.167774  0.583778
χάρις: K0 ~ SG:Science                          -0.154303  0.614737
χάρις: K0 ~ SG:Protreptics                       0.154303  0.614737
χάρις: K0 ~ SG:Politics                         -0.154303  0.614737
χάρις: K0 ~ SG:Novel                             0.154303  0.614737
χάρις: K0 ~ SG:Mathematics                       0.154303  0.614737
χάρις: K0 ~ SG:Mythology                         0.154303  0.614737
χάρις: K0 ~ SG:Grammar                           0.154303  0.614737
χάρις: K0 ~ SG:Narrative                         0.152337  0.619307
χάρις: K0 ~ SG:History                           0.135815  0.658194
χάρις: K0 ~ SG:Rhetoric, poetics, criticism      0.134691  0.660871
χάρις: K0 ~ SG:Geography                        -0.078621  0.798488
χάρις: K0 ~ SG:Church history                    0.077152  0.802187
χάρις: K0 ~ SG:Hymns                            -0.066880  0.828144
χάρις: K0 ~ SG:Theology                          0.043679  0.887331
χάρις: K0 ~ SG:Oratory                          -0.041812  0.892119
χάρις: K0 ~ SG:Psalms                            0.000000  1.000000
χάρις: K0 ~ SG:Homily                                 NaN       NaN
χάρις: K0 ~ SG:Horsemanship                           NaN       NaN
χάρις: K0 ~ SG:Hunting                                NaN       NaN


χάρις:K1 ~ correlation with genres

                          Spearman's ρ         p
χάρις: K1 ~ G:Narrative       0.604761  0.028551
χάρις: K1 ~ G:Technical       0.565197  0.044129
χάρις: K1 ~ G:Comedy          0.497935  0.083337
χάρις: K1 ~ G:Oratory         0.418121  0.155087
χάρις: K1 ~ G:Philosophy      0.326968  0.275519
χάρις: K1 ~ G:Poetry         -0.274520  0.364048
χάρις: K1 ~ G:Essays          0.253720  0.402906
χάρις: K1 ~ G:Tragedy         0.231455  0.446742
χάρις: K1 ~ G:Letters         0.114086  0.710554
χάρις: K1 ~ G:Religion        0.014957  0.961320


χάρις:K1 ~ correlation with subgenres

                                             Spearman's ρ         p
χάρις: K1 ~ SG:History                           0.670408  0.012152
χάρις: K1 ~ SG:Rhetoric, poetics, criticism      0.601411  0.029684
χάρις: K1 ~ SG:Comedy                            0.497935  0.083337
χάρις: K1 ~ SG:Biography                         0.496611  0.084291
χάρις: K1 ~ SG:Science                           0.462910  0.111173
χάρις: K1 ~ SG:Politics                          0.462910  0.111173
χάρις: K1 ~ SG:Epic                             -0.455004  0.118228
χάρις: K1 ~ SG:Oratory                           0.418121  0.155087
χάρις: K1 ~ SG:Military                          0.410578  0.163447
χάρις: K1 ~ SG:Narrative                         0.397564  0.178543
χάρις: K1 ~ SG:Theology                          0.358164  0.229503
χάρις: K1 ~ SG:Philosophy                        0.326968  0.275519
χάρις: K1 ~ SG:Epigrams                          0.308607  0.304937
χάρις: K1 ~ SG:Church history                   -0.308607  0.304937
χάρις: K1 ~ SG:Bucolic                           0.308607  0.304937
χάρις: K1 ~ SG:Hymns                            -0.308390  0.305294
χάρις: K1 ~ SG:Art History                      -0.297014  0.324391
χάρις: K1 ~ SG:Essay                             0.285044  0.345184
χάρις: K1 ~ SG:Tragedy                           0.231455  0.446742
χάρις: K1 ~ SG:Choral                            0.231455  0.446742
χάρις: K1 ~ SG:Medicine                          0.218393  0.473492
χάρις: K1 ~ SG:Didactic                          0.178346  0.559927
χάρις: K1 ~ SG:Geography                         0.174714  0.568075
χάρις: K1 ~ SG:Erotic                            0.154303  0.614737
χάρις: K1 ~ SG:Letters                           0.114086  0.710554
χάρις: K1 ~ SG:Miscellanea                      -0.077152  0.802187
χάρις: K1 ~ SG:Mythology                         0.077152  0.802187
χάρις: K1 ~ SG:Natural History                  -0.077152  0.802187
χάρις: K1 ~ SG:Novel                             0.077152  0.802187
χάρις: K1 ~ SG:Grammar                           0.077152  0.802187
χάρις: K1 ~ SG:Protreptics                       0.077152  0.802187
χάρις: K1 ~ SG:Mathematics                       0.077152  0.802187
χάρις: K1 ~ SG:Psalms                            0.000000  1.000000
χάρις: K1 ~ SG:Homily                                 NaN       NaN
χάρις: K1 ~ SG:Horsemanship                           NaN       NaN
χάρις: K1 ~ SG:Hunting                                NaN       NaN


χάρις:K10 ~ correlation with genres

                           Spearman's ρ         p
χάρις: K10 ~ G:Oratory        -0.352416  0.237604
χάρις: K10 ~ G:Philosophy     -0.330684  0.269776
χάρις: K10 ~ G:Comedy         -0.323221  0.281383
χάρις: K10 ~ G:Letters         0.241594  0.426499
