LEMMA	ID	FREQUENCY
Μύνδιος	nlsj7994	40
Ταναγραῖος	nlsj10441	40
Γόργος	nlsj5769	40
ῥαπίζω	92180	40
φραγμός	112207	40
κατατραυματίζω	55426	40
ἀφορία	18451	40
λάβραξ	61460	40
Ἵππιος	nlsj836	40
Διοπείθης	nlsj4791	40
ἀκαρής	2943	40
εἰσαῦθις	31296	40
σοβέω	95567	40
ἀγριόω	905	40
καταδείδω	53872	40
ἔκπτωσις	32787	40
ὀλίσθημα	73144	40
ἄπνοος	12242	40
θορυβώδης	48976	40
λοιμώδης	63833	40
ὑμήν	106676	40
ἀσελγαίνω	16139	40
Ἡφαίστια	47658	40
χλόη	114179	40
θυγάτριον	49270	40
ἀποκάμνω	12745	40
ὁπλοφόρος	74588	40
ἀνάπαυλα	7150	40
εὐκοσμία	44291	40
αὐτομολία	17824	40
Μεθώνη	nlsj7723	40
προσποίησις	89984	40
εἰσηγητής	31361	40
Καλυδώνιος	nlsj6021	40
διαδικασία	24709	40
ἀναζωπυρέω	6517	40
ὑφαντικός	109798	40
σύμψηφος	98996	40
ῥητορεύω	92371	40
ῥαψῳδέω	92249	40
Λακωνίζω	61753	40
ἀποδοτέος	nlsj24463	40
λίχνος	63677	40
κολυμβήθρα	58737	40
φιλόδοξος	111137	40
πλάστης	83501	40
ἐλεγκτικός	33526	40
νυκτερεύω	71164	40
ἐπισιτισμός	40834	40
Σιλανός	nlsj9992	40
ἄγημα	494	40
κυμβίον	60773	40
δύσπεπτος	29390	40
Ὀνόμαρχος	nlsj3732	40
σῆψις	93911	40
ἐπιτομή	41389	40
ἀφθαρσία	18297	40
Γαλάτης	nlsj5628	40
περιπόρφυρος	81994	40
Φιλέταιρος	nlsj5433	40
καταφυτεύω	55568	40
λιθοβολέω	63151	40
αἰχμαλωτεύω	2794	40
φολίς	112032	40
ἐξουδενόω	37631	40
ἐγχαράσσω	30538	40
Καίσων	nlsj5936	40
Ποστούμιος	nlsj9122	40
ἀνανιάω	nlsj11774	40
Νικόπολις	nlsj8250	40
Νάρκισσος	nlsj8069	40
Κωλώτης	nlsj6878	40
Γνάθαινα	nlsj5754	40
αὐτοκύλιστος	17785	40
λιγύς	63106	39
ἀποπέτομαι	13409	39
ἀδινός	nlsj11362	39
ἀμφικαλύπτω	5863	39
Ὕλη	nlsj865	39
ἀπορρώξ	13645	39
ἀλεείνω	3931	39
κερδίων	56837	39
κραναός	59625	39
πάντοσε	77669	39
τρυφάλεια	105735	39
προτέρω	90505	39
ἰωή	51553	39
ἠνορέα	nlsj19945	39
ἵππειος	50695	39
Σιδόνιος	nlsj9968	39
παραπείθω	78543	39
ἰχθυόεις	51465	39
συμφράσσω	98941	39
ὁπόθι	74600	39
ἡνιοχεύω	47415	39
ἀγοστός	800	39
ἐννύχιος	35888	39
ἰγνύα	49805	39
κραδαίνω	59569	39
δινέω	nlsj32279	39
χαλέπτω	112993	39
ἀροτήρ	15350	39
φορεύς	112100	39
ὀθέω	nlsj78095	39
ἀμαχητί	5007	39
συγκυρέω	97954	39
σόλος	95592	39
μῶμος	69593	39
Ἰοκάστη	nlsj3201	39
Ἐριφύλη	nlsj3283	39
ἐποπτεύω	41831	39
αὐχμάω	nlsj28819	39
Ἵππος	nlsj835	39
φαιδρύνω	110094	39
Πάρος	79792	39
οἰκτιρμός	72394	39
Μήνη	nlsj7770	39
ἀγένειος	453	39
ἀλέκτωρ	3987	39
ἐκνέω	32510	39
πολύπονος	85233	39
ἐλινύω	33721	39
καύχημα	56273	39
γειτονέω	21758	39
βᾶρις	19372	39
ἵδρυμα	49930	39
πλεκτάνη	83674	39
Βακχάω	19167	39
ἡμερήσιος	46973	39
ἐκβάζω	31705	39
καταρρίπτω	55044	39
εὐμήχανος	44488	39
οὐπώποτε	nlsj74396	39
κάρπιμος	53415	39
συγχώννυμι	98037	39
Εὐβοικός	nlsj5066	39
Λίχας	nlsj7184	39
στρατήγιον	97118	39
ἀρκτέον	15189	39
ἀξιοθέατος	11027	39
δευτερεῖα	nlsj32707	39
ἀποχράομαι	nlsj23776	39
κατειλέω	55720	39
συμπαίζω	98489	39
Κνίδιον	nlsj6434	39
πλίνθος	83904	39
ἀποφορά	14239	39
χρυσόω	115031	39
ἀγωγός	1091	39
Σίφνιος	nlsj9938	39
ἱπποκόμος	50774	39
κρυμός	60225	39
Μεταπόντιον	nlsj7756	39
Σιτάλκας	94324	39
Πέρινθος	nlsj8668	39
ἀμφιβολία	5735	39
Πέτρη	nlsj8673	39
συνυφαίνω	101148	39
Ἀκρίσιος	nlsj2050	39
μακαριστός	64591	39
ἐγχείρημα	nlsj42827	39
Διοσημία	27306	39
περιφρονέω	82505	39
Φιλοκλέης	nlsj5458	39
ὀψωνέω	76382	39
στρυφνός	97326	39
δημιουργικός	24391	39
ἐπιτολή	41385	39
μακρολογέω	64671	39
καταρχή	55083	39
ἐπικύπτω	39950	39
συμπεραίνω	98609	39
εὐδοκία	43687	39
σημασία	93803	39
παραγγελία	77836	39
φλογερός	111787	39
Πολέμαρχος	nlsj8996	39
ἐπικελεύω	39670	39
προσοφείλω	89859	39
αὔλημα	17413	39
ἀντιπολεμέω	10385	39
Ἀντιγένης	nlsj2472	39
ὑδρεία	106364	39
ναυαρχία	69789	39
Πρίαπος	86362	39
διερωτάω	26682	39
διοράω	27253	39
εὐθυμέω	44061	39
θαυματοποιός	47938	39
τιθασεύω	103918	39
ἀπείθεια	11686	39
οἰωνίζομαι	72716	39
Παρύσατις	nlsj8609	39
Κορινθιακός	nlsj6548	39
Κρεσφόντης	nlsj6629	39
ἐντρυφάω	36339	39
μεριστής	66323	39
προαναιρέω	86510	39
ἐννόημα	nlsj46820	39
παρενοχλέω	79392	39
ἀρχέγονος	15858	39
Κεραύνιος	nlsj6199	39
πετρόβολος	82787	39
ἀποσκευάζω	nlsj23621	39
συναγανακτέω	99005	39
Ἀρισταίνετος	nlsj2699	39
σχεδιάζω	101809	39
διοικητής	27151	39
μίλιον	67817	39
δέρρις	24160	39
ἀρχιστράτηγος	16006	39
σκάνδαλον	nlsj99097	39
ἀνασειράζω	7445	39
ἀερτάζω	1774	39
ἀλλαχόθι	4383	39
προσοχή	89862	39
Μαντώ	nlsj7508	39
Μιτυλήνη	68144	39
ἰσότιμος	51185	39
Φιλητᾶς	nlsj5440	39
ἐθήμων	30794	39
ῥοδοδάκτυλος	92596	38
πολυμήχανος	85075	38
αἰπόλιον	2627	38
Ἄβας	nlsj1370	38
προγενής	86885	38
διαπορθέω	25615	38
Τίτανος	nlsj10646	38
ἀρηίφιλος	nlsj26173	38
ἀγρότερος	943	38
ἀποφθίνω	14216	38
δολιχόσκιος	27923	38
πολυδαίδαλος	84741	38
Γανυμήδης	nlsj5657	38
ἐυπλόκαμος	nlsj53110	38
πτύξ	91251	38
ὁμῆλιξ	73466	38
ἐπήρατος	38834	38
ἐφυβρίζω	45845	38
ἀλκυών	4356	38
Κυθήριος	nlsj6845	38
σπέρχω	95896	38
Δηΐφοβος	nlsj4628	38
ἀφαρπάζω	18158	38
γάνυμαι	21603	38
κυανοχαίτης	60461	38
ἄθυρμα	2074	38
ῥαίω	92118	38
Δρύοψ	nlsj4910	38
καταφθίνω	55510	38
ἐπινεύω	40307	38
ἀμφιάζω	5705	38
ῥυπάω	92823	38
ψηλαφάω	115616	38
Ζῆθος	nlsj11137	38
πυργόω	91612	38
ἐξεμέω	37120	38
Νῖσος	nlsj8217	38
πυέλος	nlsj95361	38
σείριος	93571	38
Μόψος	nlsj7920	38
χλοερός	114176	38
Κλειώ	57791	38
Ἀχελώιος	nlsj3031	38
ὑψιμέδων	109969	38
γύης	22921	38
κατάσκιος	55163	38
ἀράχνη	14721	38
Ἴκαρος	nlsj1696	38
αὔλιον	17433	38
ὀπηδός	74437	38
Πυθιάς	91366	38
ἱππάρχης	50675	38
Ἄλτις	4692	38
φιλοκερδής	111218	38
Δωρικός	29804	38
σκύλλω	95315	38
νέρτερος	70466	38
ἀμφίλογος	5932	38
φερνή	110581	38
σάσσω	nlsj40038	38
προφθάνω	90685	38
δύσμαχος	29218	38
τριβεύς	104825	38
ἔρευνα	42341	38
στρατηγίς	97120	38
θεατός	47975	38
ἔνδηλος	35170	38
εὐχάριστος	45477	38
δοράτιον	28041	38
Πριήνη	nlsj9187	38
σήσαμον	93880	38
καρποφόρος	nlsj62914	38
καῦσις	56244	38
ὁμότεχνος	73857	38
Νέη	nlsj8120	38
ἔλασις	33415	38
ἰχθυόφαγος	51493	38
κιννάμωμον	57488	38
Ταραντῖνος	nlsj10449	38
Ὕπανις	nlsj870	38
τριακόντορος	104783	38
Ἀργολικός	nlsj2638	38
ἐπιπάσσω	40451	38
τρωγλοδύτης	105782	38
Κινέης	nlsj6292	38
προπηλάκισις	88307	38
προσορμίζομαι	nlsj94252	38
Φίλαγρος	nlsj5401	38
Τραπεζόεις	nlsj10774	38
φαρμακεύω	110327	38
μετάπεμπτος	66859	38
Παναίτιος	nlsj8512	38
θωπεύω	49613	38
Ὑπέρβολος	nlsj1316	38
ἐμπήγνυμι	34334	38
τερατεύομαι	103109	38
ἐπιστομίζω	41056	38
Νεφέλη	nlsj8140	38
μεταλαγχάνω	66745	38
τριβώνιον	104846	38
ὀλοφυρμός	73319	38
νοσερός	71033	38
διάδοσις	24724	38
Νικόδημος	nlsj8241	38
κεράτινος	56758	38
ἀγωνιστικός	1108	38
ἐπάνωθεν	38246	38
ὁρατής	74729	38
συνεισέρχομαι	99876	38
προσομολογέω	89827	38
Εὐφίλητος	nlsj5093	38
ἐνθουσιάω	35612	38
Καλλιστώ	nlsj6014	38
στικτός	96802	38
τομάς	104246	38
μεσόγεια	nlsj73307	38
συγκομιδή	97863	38
ἀνδρεῖα	nlsj18817	38
ἔκσπονδος	nlsj39363	38
ἄοπλος	11131	38
Μενεκράτης	nlsj7708	38
δικαστικός	26922	38
διστάζω	27494	38
ἡττάω	nlsj59153	38
κακοδαιμονάω	52148	38
διαλάμπω	25110	38
κωβιός	61185	38
ἀδιάφθορος	1345	38
ἀπομαραίνομαι	nlsj23367	38
θεολογία	nlsj96345	38
εὔχαρις	45469	38
ἐναρμόνιος	35011	38
Πίσιδος	nlsj8894	38
ἀντιβλέπω	9811	38
ἐνεσθίω	nlsj44996	38
Κύδνος	nlsj6729	38
συνεκπέμπω	99959	38
τραπεζίτης	104549	38
διόρισις	27272	38
ἐπιτείχισμα	41274	38
καινοτομία	51999	38
Φορωνεύς	nlsj5544	38
δικαιολογέομαι	26868	38
ἐγγίων	29977	38
ἀνεμπόδιστος	8252	38
παραχειμάζω	79088	38
προσευρίσκω	89334	38
Πραξιτέλης	nlsj9153	38
ἀρσενικόν	15558	38
μενοινή	66286	38
ὀψώνιον	76391	38
συμβίωσις	98275	38
Ἀρχιμήδης	nlsj2860	38
ἀπερίτμητος	11949	38
κραταιόομαι	nlsj44021	38
εὐπείθεια	44719	38
σκανδαλίζω	94549	38
διαμονή	25300	38
πρόποσις	88371	38
ἐπευφημέω	38782	37
κολεόν	58575	37
Καινεύς	nlsj5940	37
ἐδητύς	30687	37
διατμήγω	26075	37
ἄγχιστος	1051	37
Ἰθακήσιος	nlsj3544	37
κερτομέω	56920	37
ὀνομαίνω	74129	37
ἐγχείη	30545	37
Ἴφικλος	nlsj1694	37
Ἀξιός	nlsj1831	37
νήιος	nlsj75910	37
Αἴθρη	nlsj3895	37
διαθρύπτω	24826	37
θοῦρις	48988	37
Σιμόεις	94182	37
ἐπιβρίθω	38977	37
ἀπειλητήρ	11704	37
ἐγκεράννυμι	30264	37
ὑπέρτατος	107880	37
κρήδεμνον	59862	37
Θάνατος	nlsj9419	37
Σπερχειός	nlsj10201	37
Διιπετής	26834	37
στροφάλιγξ	97291	37
ἁμαξιτός	4927	37
αἶνος	2564	37
ἀνατλῆναι	7628	37
ἐπιλείβω	40002	37
χαλκεῖον	113038	37
θῆσσα	48813	37
ῥύπον	92829	37
Δημόδοκος	nlsj4671	37
Μῶμος	nlsj8062	37
τρίπηχυς	105128	37
Ἐργῖνος	nlsj3273	37
προφυλάσσω	90718	37
ψύχρα	115937	37
εὐχείρωτος	45486	37
ἕλειος	33565	37
νεμέτωρ	70179	37
συνθάπτω	100571	37
ὁμόστολος	73840	37
διακληρόω	24958	37
πρόμαντις	87975	37
φορητός	112109	37
δόκησις	27852	37
Οἰταῖος	nlsj8350	37
οὐρία	75995	37
προκηρύσσω	87787	37
ἐπιχωρέω	41702	37
δίκελλα	26930	37
συνεξαιρέω	100093	37
ἐξορύσσω	37616	37
Ἰάς	49718	37
κόθορνος	58298	37
Χερσόνησος	nlsj11004	37
παλίρροια	76988	37
ὀχεύω	76209	37
κρίβανος	59937	37
λογοποιός	63768	37
ἀπολέγω	13008	37
ἀσιτία	16216	37
ἐντολεύς	36262	37
θυμιατήριον	49381	37
συναφίστημι	99595	37
Πακτωλός	nlsj8476	37
κατασύρω	55340	37
δημοτελής	24456	37
Φιγαλεύς	nlsj5417	37
Λυσανίας	nlsj7337	37
ἐμμέλεια	34134	37
ὑποπίμπλημι	108945	37
συναναβαίνω	99191	37
ὀφθαλμιάω	76104	37
Βάκις	nlsj4084	37
Ἄμφισσα	nlsj1472	37
ἐξοστρακίζω	37622	37
Γλαύκων	nlsj5740	37
πνύξ	84092	37
ἀβίωτος	95	37
δημαγωγία	24350	37
ὀνειροπολέω	74042	37
τόμος	nlsj106706	37
ἀποτρόπαιος	14116	37
οἷονπερ	nlsj79934	37
ἀγνωσία	745	37
μελαγχολικός	65791	37
ἀνώδυνος	10932	37
πτύελον	nlsj95307	37
ὑγραίνω	106218	37
ἀνταπόδοσις	9477	37
χειρισμός	113595	37
Ἐπιγένης	nlsj3175	37
συμπεριλαμβάνω	98644	37
κεραμεοῦς	56691	37
πρόσταξις	90114	37
κατασκεδάννυμι	55126	37
διαλλακτής	25157	37
Βοιωταρχέω	nlsj4251	37
Μίνδαρος	nlsj7833	37
Διονυσιακός	27206	37
θεραπευτής	48378	37
μετασκευάζω	66933	37
δρομικός	28428	37
ἄλφα	4754	37
ἐπαντλέω	38238	37
εὐάλωτος	43375	37
γήινος	22115	37
ἡγητέον	46625	37
κηδεμονία	57052	37
ἀνιμάω	9033	37
ἀναβολεύς	6272	37
Ἀσιναῖος	nlsj2899	37
Πασιφάη	nlsj8620	37
ἀκρόδρυα	3548	37
συνάλλαγμα	99153	37
ἱππαρχία	50677	37
κορίσκος	59127	37
ὕπαρξις	106963	37
παρατήρησις	78922	37
ἀποφατικός	14192	37
θυμικός	49389	37
Ἀριστόνικος	nlsj2724	37
εἰκαῖος	30921	37
κόγχος	58271	37
Ἀμυμώνη	nlsj2317	37
μαιόομαι	64566	37
ἐθνικός	30807	37
Δημητριάς	24376	37
περισπασμός	82143	37
προσφεύγω	90306	37
φιλαρχία	110882	37
γεωγραφία	22051	37
ἀκροβυστία	3540	37
κοράσιον	59066	37
προφητικός	90681	37
Περίλαος	nlsj8781	37
αἰθύσσω	2360	37
μετανάστιος	66820	37
τούνεκα	nlsj106900	36
ὑποδείδω	108239	36
βοῶπις	20734	36
διάκτορος	25073	36
ἀτάλαντος	16945	36
ὀπαδέω	nlsj79108	36
εὐρύχορος	45062	36
Ἄδρηστος	nlsj1391	36
αἰπεινός	2622	36
Κεφαλλήν	57006	36
ἀχέω	18687	36
Εὔφημος	nlsj5001	36
τέρην	103153	36
πῶυ	92015	36
ἐναίρω	34765	36
δαίδαλος	23206	36
περόνη	82643	36
νηνεμία	70671	36
μόρσιμος	68782	36
ἕκηλος	31977	36
Ἀνδρομάχη	nlsj2394	36
ἐφάλλομαι	45586	36
ὄπις	74458	36
ἐύρρους	nlsj53076	36
λευγαλέος	62610	36
ἐπίσκοπος	40889	36
πρόρριζος	88439	36
λιγαίνω	63073	36
Ἐριχθόνιος	42558	36
ψεύστης	115595	36
γλωχίν	22463	36
Ἀρήτη	nlsj2646	36
καταγηράσκω	53780	36
λοφιά	63945	36
ὄσσε	75572	36
Λήθη	nlsj7155	36
Πήγασος	82878	36
Εὔηνος	nlsj5004	36
πλαστός	83515	36
νύχιος	71344	36
ἄοκνος	11123	36
δύσφημος	29587	36
λοίσθιος	63848	36
ἄσχολος	16919	36
ὑπόπτερος	109009	36
ἐφήμερος	45742	36
κολπόω	58720	36
φύτλη	112762	36
Ἀνταῖος	nlsj2441	36
μορφάω	nlsj45160	36
τέναγος	103064	36
Ἰσμηνός	nlsj3565	36
πήδημα	82902	36
κάτοχος	56129	36
ἀνασχετός	7591	36
διαμείβω	25233	36
ὅμαιμος	73383	36
ἀναίρω	6618	36
ἐντέμνω	36202	36
ἐπιξενόομαι	40373	36
μεγαλαυχέω	65347	36
μητρῷος	67612	36
ἀντέπειμι	10319	36
συμμιγής	98433	36
χρήστης	114691	36
προδιδάσκω	87037	36
διαδείκνυμι	24682	36
εἰσακοντίζω	31262	36
Ἀλκμαιωνίδαι	nlsj2166	36
εἰκοσαετής	30968	36
παραμίγνυμι	78416	36
Βούσιρις	nlsj4293	36
διαδύνω	24738	36
Εὐφορίων	nlsj5094	36
θυρώματα	nlsj97230	36
Ὀτάνης	nlsj3810	36
ἐπαναβαίνω	38029	36
πρόσβασις	88784	36
ἔφημαι	45731	36
χλιαρός	114142	36
Παλλάδιον	77006	36
Περίνθιος	nlsj8783	36
στίζω	96798	36
νεοχμόω	70451	36
Ἀπολλοφάνης	nlsj2528	36
Μύρων	nlsj8006	36
χρησμῳδέω	114676	36
Ξοῦθος	nlsj4419	36
Φθιώτης	nlsj5554	36
Ταραντῖνοι	102423	36
Ἀλκαμένης	nlsj2139	36
ἐναποθνήσκω	nlsj45829	36
πειστέον	80379	36
Θρᾷσσα	49023	36
τρύβλιον	105644	36
κυνίδιον	60860	36
συγκατακλίνω	97657	36
ἄρεσκος	14953	36
ἀδελφιδῆ	1194	36
ἐπιλήσμων	40041	36
ὑπέπειμι	108920	36
Διοσκόρος	nlsj4838	36
ἐξοικίζω	37488	36
προσόμοιος	89825	36
ἁλυκός	4698	36
πνῖγος	84080	36
μετάβασις	66577	36
ἰώδης	51551	36
Ἐπικράτης	nlsj3181	36
ἀνακομιδή	6775	36
κραταιά	59669	36
Ἐρυξίμαχος	nlsj3302	36
βδελυρία	19709	36
συνώνυμος	101183	36
καθοσιόομαι	nlsj62682	36
λίνον	63402	36
ὁμόγνιος	73552	36
συνεράω	100370	36
παραγραφή	77871	36
δεκάζω	23831	36
δειλιάω	23682	36
ἀριστεῖος	15083	36
οἰκόδομος	72332	36
συμπαραλαμβάνω	98524	36
ἀποβολή	12295	36
σκευασία	94723	36
παιδευτής	76583	36
μηδεπώποτε	67306	36
Πάσιος	79918	36
Φίλα	nlsj5400	36
διαμαρτυρία	25211	36
θηρευτικός	48731	36
μαλακότης	64795	36
προσηλόω	89370	36
ἀκλινής	3223	36
ἀκαιρία	2845	36
μετριάω	67240	36
καταγραφή	53824	36
ἀπονεύω	13288	36
ἰατρεία	49744	36
παροψίς	79822	36
πρανής	86173	36
Ἀβραδάτας	nlsj1819	36
κάλπη	52859	36
Σπιθριδάτης	nlsj10204	36
Λυκίσκος	nlsj7310	36
Ἀναξίμανδρος	nlsj2352	36
ἄλειμμα	3939	36
ἡγεμονέω	46603	36
διανοητικός	25399	36
σύσσημον	101408	36
Ἀρεοπαγίτης	14943	36
Ζηνόθεμις	nlsj11144	36
πράκτης	86155	36
δικαιοπραγέω	26880	36
ἐπεκτείνω	38578	36
συνδρομή	99798	36
φερώνυμος	110601	36
